138.615509033,26.9918746948,328.26260376,352.460418701,26.9918746948,1517.17785645,26.9918746948,313.869689941,189.159454346,328.17300415,46.9653358459,336.305999756,236.608520508,46.9653358459,266.361846924,46.9653358459,183.546478271,51.1420173645,315.326385498,232.221664429,314.861541748,116.839126587,23.3850097656,97.3268127441,160.003997803,488.861785889,70.4332885742,159.469497681,242.61038208,88.3524246216,104.101737976,148.953445435,88.3524246216,246.353805542,245.857925415,88.3524246216,361.260986328,154.372543335,120.921409607,382.878997803,444.60345459,930.208190918,382.878997803,64.210899353,102.832893372,3500.09594727,485.376953125,382.878997803,1729.43103027,943.329040527,382.878997803,178.834030151,38.1393623352,38.1204414368,43.634803772,236.614074707,29.391374588,43.634803772,29.6728553772,15.6617031097,43.634803772,65.0241241455,43.634803772,53.3109207153,43.634803772,65.8645935059,106.513671875,43.634803772,72.2695617676,43.634803772,212.473007202,102.941848755,26.9918746948,139.467132568,121.013702393,26.9918746948,56.1902542114,91.6625518799,26.9918746948,243.780441284,116.670219421,214.640655518,232.221664429,638.128479004,163.905426025,80.0575790405,116.839126587,88.7071609497,116.839126587,39.517326355,12.249341011,116.839126587,648.467712402,88.4578933716,160.003997803,483.758361816,251.973297119,18.4493942261,160.003997803,432.990966797,570.083068848,160.003997803,447.193115234,144.371688843,160.003997803,172.693344116,74.7875137329,384.28213501,160.003997803,469.194213867,195.167373657,661.063903809,160.003997803,726.116699219,223.624649048,160.003997803,89.8784332275,160.384796143,89.6184692383,31.1473827362,64.6660308838,89.6184692383,50.6873474121,89.6184692383,209.828186035,78.4841308594,89.6184692383,521.499084473,93.654548645,88.3524246216,32.5805664062,105.085441589,150.731292725,382.878997803
206.424789429,47.5050621033,190.370452881,655.473388672,47.5050621033,258.305053711,47.5050621033,264.247497559,356.752319336,283.921936035,56.0037460327,293.675079346,180.315338135,56.0037460327,154.147720337,56.0037460327,388.653289795,272.471435547,556.552001953,167.305633545,66.0364685059,163.272109985,8.46145629883,76.4951400757,114.881324768,600.604492188,86.4945449829,217.141967773,219.829650879,49.4360466003,196.761322021,171.772674561,49.4360466003,104.336753845,36.9764175415,49.4360466003,436.957061768,175.015686035,292.494415283,393.130371094,103.996109009,186.355300903,393.130371094,71.5975036621,804.160827637,509.468902588,191.572067261,393.130371094,721.120178223,1699.97216797,393.130371094,340.973846436,56.1551475525,49.5043945312,38.7073173523,53.2648735046,33.227645874,38.7073173523,54.634552002,25.9420452118,38.7073173523,19.1423244476,38.7073173523,49.0224342346,38.7073173523,68.4530410767,63.4948921204,38.7073173523,30.6708106995,38.7073173523,299.229125977,81.5509796143,47.5050621033,127.513275146,112.731391907,47.5050621033,64.3949432373,78.2570266724,47.5050621033,78.3614883423,34.0112953186,353.910247803,167.305633545,248.958740234,159.316436768,80.4013824463,163.272109985,90.7264709473,163.272109985,38.9359283447,57.405582428,163.272109985,603.023681641,320.1953125,114.881324768,325.293579102,360.870452881,496.95413208,114.881324768,181.636260986,654.957092285,114.881324768,457.52911377,415.969177246,114.881324768,470.746368408,543.09552002,436.153411865,114.881324768,459.295654297,573.111938477,262.631134033,114.881324768,363.928466797,72.2017288208,114.881324768,51.3952331543,82.5154571533,43.7202529907,82.2459335327,130.832519531,43.7202529907,14.9514913559,43.7202529907,31.5080890656,107.143432617,43.7202529907,39.6157417297,89.2048416138,49.4360466003,54.0864753723,460.143676758,117.548675537,393.130371094
257.091430664,22.586183548,267.270050049,570.732421875,22.586183548,915.45123291,22.586183548,673.09362793,222.583938599,314.148651123,38.2852096558,339.652435303,213.008102417,38.2852096558,192.647506714,38.2852096558,183.086868286,42.5566596985,713.604919434,276.666259766,612.893737793,110.267974854,115.205352783,128.978179932,240.353713989,475.228881836,892.828063965,175.026763916,79.0768203735,43.7379226685,143.476821899,130.300842285,43.7379226685,168.089767456,132.14553833,43.7379226685,128.384643555,269.660247803,392.972625732,336.445068359,132.933395386,371.904327393,336.445068359,103.363945007,156.019348145,330.918457031,974.78125,336.445068359,440.87689209,379.417663574,336.445068359,276.844512939,51.0928153992,44.68592453,28.0296821594,286.461242676,27.193479538,28.0296821594,66.9820861816,56.167766571,28.0296821594,74.8899612427,28.0296821594,48.7788467407,28.0296821594,109.733467102,17.5126152039,28.0296821594,55.5071411133,28.0296821594,1081.66650391,88.4911651611,22.586183548,108.537094116,141.203903198,22.586183548,127.382759094,101.461578369,22.586183548,53.8377113342,25.0309829712,2581.9699707,276.666259766,232.048126221,87.3371124268,55.1024551392,110.267974854,18.8388996124,110.267974854,43.8977432251,40.0067405701,110.267974854,528.537536621,312.918823242,240.353713989,154.979492188,458.967834473,54.5024642944,240.353713989,513.046203613,452.298828125,240.353713989,482.477722168,303.30569458,240.353713989,488.832763672,57.2089958191,376.98727417,240.353713989,318.080047607,296.666717529,336.691833496,240.353713989,359.292724609,806.727539062,240.353713989,205.730682373,154.093566895,72.2403564453,41.4485435486,202.230514526,72.2403564453,67.1436004639,72.2403564453,192.101730347,112.768791199,72.2403564453,1081.41223145,43.559173584,43.7379226685,67.9250793457,75.7876968384,432.888183594,336.445068359
812.056640625,66.0260848999,216.667098999,398.549682617,66.0260848999,254.320831299,66.0260848999,504.329467773,186.801834106,603.203308105,86.713684082,624.395629883,245.575332642,86.713684082,198.137451172,86.713684082,171.336730957,290.991363525,457.970001221,174.94694519,279.079162598,59.7189750671,35.778591156,44.0814361572,247.165588379,357.563018799,206.498443604,83.3158874512,344.397064209,49.5313873291,456.448120117,61.5084037781,49.5313873291,107.755111694,76.9325027466,49.5313873291,191.861526489,188.956436157,77.1929702759,283.526428223,153.328720093,1286.97692871,283.526428223,99.082244873,154.822814941,156.530715942,2803.93359375,283.526428223,1320.25488281,758.061279297,283.526428223,94.3110198975,89.0219650269,60.2636528015,49.3331794739,57.4731750488,22.0696487427,49.3331794739,60.2763175964,16.8652381897,49.3331794739,123.955566406,49.3331794739,80.2907409668,49.3331794739,71.0168457031,36.1731834412,49.3331794739,82.5625534058,49.3331794739,268.628753662,46.2466697693,66.0260848999,174.873153687,44.2798995972,66.0260848999,107.929512024,70.8119430542,66.0260848999,43.4698448181,71.4206542969,1780.5234375,174.94694519,456.537200928,111.6222229,80.864730835,59.7189750671,132.20451355,59.7189750671,46.4063186646,64.5033721924,59.7189750671,182.832809448,205.807540894,247.165588379,367.081542969,375.680908203,458.390441895,247.165588379,535.664916992,320.734985352,247.165588379,456.322845459,274.270904541,247.165588379,292.619110107,628.984436035,292.843933105,247.165588379,549.243225098,281.231781006,596.48651123,247.165588379,279.07925415,487.138244629,247.165588379,145.429397583,59.7404098511,86.6179656982,42.5034828186,117.763160706,86.6179656982,52.2082710266,86.6179656982,70.9380645752,128.337890625,86.6179656982,1400.61767578,86.3945007324,49.5313873291,102.875869751,57.0022354126,276.326751709,283.526428223
595.563964844,32.9136390686,308.055603027,197.87852478,32.9136390686,1169.79296875,32.9136390686,445.376922607,399.100769043,376.073303223,30.4453086853,533.133422852,112.233085632,30.4453086853,129.461181641,30.4453086853,206.917251587,200.518249512,838.955627441,101.343147278,53.3507957458,23.3214855194,16.1829833984,173.339477539,142.947143555,383.500518799,198.767089844,256.428039551,398.692962646,48.1813163757,237.22706604,32.4895248413,48.1813163757,142.554458618,183.443328857,48.1813163757,85.0397567749,187.463012695,116.542297363,446.929718018,505.023376465,3518.15893555,446.929718018,72.969581604,541.057983398,119.052429199,384.378082275,446.929718018,1492.24707031,376.069885254,446.929718018,173.808364868,56.7841415405,38.7360305786,90.3505096436,82.3491516113,34.373134613,90.3505096436,76.7425079346,69.8299179077,90.3505096436,38.2178268433,90.3505096436,366.042541504,90.3505096436,35.4080314636,58.1499443054,90.3505096436,93.9457397461,90.3505096436,151.329467773,27.2812519073,32.9136390686,118.179344177,92.1725692749,32.9136390686,731.113769531,250.249969482,32.9136390686,209.797134399,54.8694915771,371.171020508,101.343147278,290.102111816,79.7718505859,52.0317611694,23.3214855194,24.1870536804,23.3214855194,66.4219512939,35.7430877686,23.3214855194,533.477844238,164.995117188,142.947143555,81.5889511108,174.728378296,32.1661720276,142.947143555,306.503326416,296.462036133,142.947143555,457.121582031,463.852111816,142.947143555,517.740661621,425.988189697,482.775482178,142.947143555,560.441101074,592.616149902,68.0439605713,142.947143555,231.096710205,365.114471436,142.947143555,154.694122314,45.4553489685,84.1902694702,74.7752304077,190.481613159,84.1902694702,46.4654197693,84.1902694702,162.990997314,419.507110596,84.1902694702,161.512374878,177.230255127,48.1813163757,72.2049102783,110.333450317,449.744750977,446.929718018
270.845428467,43.2468681335,139.080978394,863.010559082,43.2468681335,729.067626953,43.2468681335,219.697601318,224.806152344,307.751312256,52.4958343506,446.289031982,300.27230835,52.4958343506,217.689682007,52.4958343506,94.5260467529,273.854217529,229.531402588,328.987792969,56.9708824158,37.0343971252,13.6395711899,22.0177822113,212.967086792,261.67868042,62.1874351501,173.689620972,707.376037598,109.746994019,154.102584839,88.4375762939,109.746994019,153.512390137,265.419677734,109.746994019,506.555145264,955.325134277,149.833587646,417.492736816,389.714538574,461.166320801,417.492736816,144.964599609,379.437866211,410.902282715,258.24987793,417.492736816,1654.58825684,236.298782349,417.492736816,1183.85253906,54.7689933777,54.5403060913,95.7761230469,67.8647766113,31.2808113098,95.7761230469,21.9294300079,170.855453491,95.7761230469,42.4369468689,95.7761230469,88.0667572021,95.7761230469,34.3373260498,26.6450233459,95.7761230469,37.2895355225,95.7761230469,213.555419922,83.1058578491,43.2468681335,73.9892730713,171.682022095,43.2468681335,232.354324341,91.399230957,43.2468681335,115.580841064,184.241928101,502.330841064,328.987792969,42.0880241394,141.778564453,62.9231643677,37.0343971252,80.4594268799,37.0343971252,30.2213630676,75.6268920898,37.0343971252,397.711456299,363.884246826,212.967086792,469.245941162,534.70501709,516.665649414,212.967086792,227.114013672,500.042175293,212.967086792,663.732177734,477.742889404,212.967086792,127.947570801,321.226654053,352.540771484,212.967086792,449.979522705,291.372283936,623.067626953,212.967086792,487.566070557,317.734893799,212.967086792,124.313720703,36.3560562134,108.020515442,177.623046875,43.9261474609,108.020515442,53.4177436829,108.020515442,131.82232666,61.1136131287,108.020515442,47.8744087219,292.05557251,109.746994019,42.6553726196,215.010025024,172.589035034,417.492736816
253.298416138,18.6552619934,106.947792053,401.090942383,18.6552619934,342.711517334,18.6552619934,126.228004456,111.212936401,230.699569702,63.5093154907,466.683319092,174.476257324,63.5093154907,84.292137146,63.5093154907,256.948760986,147.321502686,153.410629272,182.82232666,41.0277671814,30.0829620361,14.9836416245,177.476501465,195.621398926,329.864013672,57.9388923645,168.873703003,218.845428467,99.3740997314,238.496246338,101.058059692,99.3740997314,1134.20654297,208.57989502,99.3740997314,301.447235107,881.00402832,273.907348633,185.446060181,78.2635421753,2537.68188477,185.446060181,344.99597168,550.98059082,369.442199707,304.219360352,185.446060181,210.18296814,484.813354492,185.446060181,570.971191406,30.7721881866,51.7730751038,156.628417969,85.8014373779,23.3889102936,156.628417969,98.8909835815,147.999755859,156.628417969,40.8634643555,156.628417969,62.0010604858,156.628417969,39.6329650879,40.8444709778,156.628417969,42.3464202881,156.628417969,147.155395508,81.2834014893,18.6552619934,157.834243774,192.442337036,18.6552619934,634.004516602,371.394104004,18.6552619934,686.452758789,733.704406738,934.849182129,182.82232666,104.276359558,21.5802497864,87.6877288818,30.0829620361,74.1633529663,30.0829620361,44.581993103,48.1806106567,30.0829620361,134.426071167,241.936004639,195.621398926,161.22253418,321.793212891,249.068756104,195.621398926,491.706787109,989.379150391,195.621398926,457.783966064,294.898254395,195.621398926,583.585510254,527.28326416,343.978546143,195.621398926,249.22807312,316.833099365,407.74597168,195.621398926,299.275299072,433.305938721,195.621398926,219.806137085,25.4487934113,52.961353302,162.426437378,90.7816238403,52.961353302,40.1570854187,52.961353302,182.994369507,240.302444458,52.961353302,56.9281349182,74.1274490356,99.3740997314,33.5820770264,61.4544181824,86.1057052612,185.446060181
562.382324219,57.2509651184,422.728759766,341.904205322,57.2509651184,273.370910645,57.2509651184,426.141021729,393.202789307,521.464660645,55.0620880127,241.05682373,193.285385132,55.0620880127,256.132476807,55.0620880127,112.30947876,348.906402588,227.196609497,204.770706177,126.965667725,246.760025024,22.0131797791,29.8832035065,162.320495605,371.397399902,57.5935058594,73.7497024536,148.510559082,83.8492660522,211.890274048,207.494888306,83.8492660522,1682.5501709,289.74597168,83.8492660522,466.794281006,195.274078369,157.344787598,141.453735352,676.804260254,296.659912109,141.453735352,328.392211914,293.089904785,205.623931885,150.024108887,141.453735352,646.208740234,668.543640137,141.453735352,1153.83947754,61.1798286438,25.2867660522,37.2795906067,153.777191162,22.3051700592,37.2795906067,19.5028190613,115.385307312,37.2795906067,40.9122276306,37.2795906067,55.9034996033,37.2795906067,68.0766830444,36.9144554138,37.2795906067,40.5840454102,37.2795906067,63.139541626,64.7610855103,57.2509651184,169.999404907,61.8932685852,57.2509651184,269.534606934,160.60887146,57.2509651184,37.7229614258,76.9716110229,245.517944336,204.770706177,297.66104126,146.269393921,100.070930481,246.760025024,42.3034591675,246.760025024,43.2928657532,91.1276092529,246.760025024,350.252288818,213.014007568,162.320495605,521.358337402,401.364471436,130.566665649,162.320495605,612.198669434,170.958496094,162.320495605,609.743652344,40.6964263916,162.320495605,385.110626221,631.454772949,126.065597534,162.320495605,365.289154053,508.184417725,389.89630127,162.320495605,239.82043457,133.082565308,162.320495605,148.573226929,36.2931594849,107.603675842,48.1973304749,77.4213409424,107.603675842,85.8128051758,107.603675842,195.9609375,115.295249939,107.603675842,247.561264038,46.9443778992,83.8492660522,111.978355408,51.5656929016,158.143127441,141.453735352
156.976593018,46.9290351868,1416.46130371,262.205413818,46.9290351868,238.469207764,46.9290351868,986.584411621,217.796051025,442.792724609,71.4991836548,197.869613647,564.219787598,71.4991836548,190.221313477,71.4991836548,314.098510742,90.7234954834,350.272216797,203.048492432,54.9129753113,58.3170852661,101.244400024,147.500244141,334.902038574,321.547637939,231.243927002,224.049407959,102.518348694,51.2641067505,212.596694946,219.086410522,51.2641067505,113.183227539,321.709899902,51.2641067505,331.139923096,320.208587646,293.737945557,245.788131714,361.871185303,258.761413574,245.788131714,1531.29101562,2587.29956055,154.657424927,2024.95751953,245.788131714,2614.89355469,588.82421875,245.788131714,620.645263672,50.8707046509,69.5216369629,39.2285575867,92.5629348755,24.0046577454,39.2285575867,137.755752563,24.3612823486,39.2285575867,67.3703842163,39.2285575867,97.6385726929,39.2285575867,60.6277656555,65.9267807007,39.2285575867,54.0725326538,39.2285575867,133.593170166,72.0065689087,46.9290351868,633.820800781,100.828018188,46.9290351868,91.4750671387,64.4912567139,46.9290351868,40.5051689148,68.2207260132,116.719665527,203.048492432,1150.09484863,146.750656128,146.170974731,58.3170852661,87.7983932495,58.3170852661,66.9703826904,67.2051620483,58.3170852661,346.049713135,271.960845947,334.902038574,117.946159363,212.834686279,540.266235352,334.902038574,279.073364258,499.297088623,334.902038574,161.231399536,362.345550537,334.902038574,183.321899414,233.971008301,345.32623291,334.902038574,542.510192871,72.4987030029,576.682556152,334.902038574,659.304626465,362.040313721,334.902038574,189.270965576,43.9039955139,27.9261932373,55.5165290833,154.021484375,27.9261932373,41.8481445312,27.9261932373,109.530654907,113.276405334,27.9261932373,26.17927742,98.9013977051,51.2641067505,65.5673599243,52.196182251,159.78137207,245.788131714
225.802841187,32.9398765564,136.641311646,156.817977905,32.9398765564,103.643890381,32.9398765564,481.724945068,161.18157959,322.300598145,47.315826416,331.367492676,671.640380859,47.315826416,125.897727966,47.315826416,165.692520142,399.2159729,289.645111084,280.656280518,144.786270142,274.91293335,13.9051885605,61.5611114502,228.312026978,220.198181152,144.863754272,168.544952393,198.244552612,47.822883606,211.270385742,68.9853210449,47.822883606,125.181747437,135.339614868,47.822883606,258.927093506,129.612838745,150.040527344,148.564651489,114.798217773,489.721954346,148.564651489,946.468078613,2025.36218262,168.861312866,1451.83044434,148.564651489,872.325134277,1194.44042969,148.564651489,269.099884033,44.8737831116,20.683675766,91.3940811157,186.408615112,31.2617893219,91.3940811157,101.837425232,35.3958396912,91.3940811157,111.029624939,91.3940811157,66.6097717285,91.3940811157,60.0633583069,392.537567139,91.3940811157,59.0388298035,91.3940811157,87.2165298462,82.7858963013,32.9398765564,204.771011353,126.186706543,32.9398765564,215.487380981,101.209472656,32.9398765564,260.182006836,291.22467041,248.679916382,280.656280518,276.409729004,86.5796051025,89.3966903687,274.91293335,69.5508804321,274.91293335,35.2187080383,65.413772583,274.91293335,455.083404541,224.218551636,228.312026978,574.658081055,464.854248047,64.2071151733,228.312026978,489.147857666,137.295440674,228.312026978,491.620452881,299.115539551,228.312026978,442.475158691,488.27166748,401.789703369,228.312026978,382.630523682,438.077789307,252.649353027,228.312026978,301.946136475,478.073883057,228.312026978,134.705612183,37.1817092896,175.719985962,30.0351924896,138.814498901,175.719985962,56.5022315979,175.719985962,53.4066772461,170.650299072,175.719985962,59.8950195312,285.97467041,47.822883606,152.18862915,324.657806396,212.716995239,148.564651489
